"Participant","Item","Nome_tipo","Estrutura","Condition","Area","TFD"
"S4P5","1120","Ncomum","Gapping","GN","PP","5250"
"S4P5","1520","Ncomum","Gapping","GN","N1","950"
"S4P5","410","Nproprio","Gapping","GPN","N2","530"
"S4P5","1520","Ncomum","Gapping","GN","PP","3280"
"S4P5","320","Ncomum","Gapping","GN","N1","730"
"S4P5","720","Ncomum","Gapping","GN","N2","910"
"S4P5","320","Ncomum","Gapping","GN","PP","1680"
"S4P5","720","Ncomum","Gapping","GN","N1","2270"
"S4P5","810","Nproprio","Gapping","GPN","N2","670"
"S4P5","720","Ncomum","Gapping","GN","PP","1450"
"S4P5","1210","Nproprio","Gapping","GPN","N1","2620"
"S4P5","1120","Ncomum","Gapping","GN","N2","2410"
"S4P5","1210","Nproprio","Gapping","GPN","PP","4080"
"S4P5","1610","Nproprio","Gapping","GPN","N1","3250"
"S4P5","1210","Nproprio","Gapping","GPN","N2","1700"
"S4P5","1610","Nproprio","Gapping","GPN","PP","1020"
"S4P5","410","Nproprio","Gapping","GPN","N1","660"
"S4P5","1520","Ncomum","Gapping","GN","N2","1280"
"S4P5","410","Nproprio","Gapping","GPN","PP","810"
"S4P5","810","Nproprio","Gapping","GPN","N1","690"
"S4P5","1610","Nproprio","Gapping","GPN","N2","2040"
"S4P5","810","Nproprio","Gapping","GPN","PP","990"
"S4P5","1340","Ncomum","Nongapping","NGN","N1","1630"
"S4P5","1340","Ncomum","Nongapping","NGN","N2","1330"
"S4P5","1340","Ncomum","Nongapping","NGN","PP","2440"
"S4P5","140","Ncomum","Nongapping","NGN","N1","2200"
"S4P5","140","Ncomum","Nongapping","NGN","N2","1400"
"S4P5","140","Ncomum","Nongapping","NGN","PP","1580"
"S4P5","540","Ncomum","Nongapping","NGN","N1","2010"
"S4P5","540","Ncomum","Nongapping","NGN","N2","1780"
"S4P5","540","Ncomum","Nongapping","NGN","PP","2580"
"S4P5","940","Ncomum","Nongapping","NGN","N1","1560"
"S4P5","940","Ncomum","Nongapping","NGN","N2","1490"
"S4P5","940","Ncomum","Nongapping","NGN","PP","1110"
"S4P5","1030","Nproprio","Nongapping","NGPN","N1","2750"
"S4P5","1030","Nproprio","Nongapping","NGPN","N2","1250"
"S4P5","1030","Nproprio","Nongapping","NGPN","PP","1770"
"S4P5","1430","Nproprio","Nongapping","NGPN","N1","1860"
"S4P5","1430","Nproprio","Nongapping","NGPN","N2","2270"
"S4P5","1430","Nproprio","Nongapping","NGPN","PP","1240"
"S4P5","230","Nproprio","Nongapping","NGPN","N1","1230"
"S4P5","230","Nproprio","Nongapping","NGPN","N2","460"
"S4P5","230","Nproprio","Nongapping","NGPN","PP","1580"
"S4P5","630","Nproprio","Nongapping","NGPN","N1","1940"
"S4P5","630","Nproprio","Nongapping","NGPN","N2","1160"
"S4P5","630","Nproprio","Nongapping","NGPN","PP","1000"
"S4P6","1120","Ncomum","Gapping","GN","N1","370"
"S4P6","320","Ncomum","Gapping","GN","N2","580"
"S4P6","1120","Ncomum","Gapping","GN","PP","140"
"S4P6","1520","Ncomum","Gapping","GN","N1","260"
"S4P6","410","Nproprio","Gapping","GPN","N2","510"
"S4P6","1520","Ncomum","Gapping","GN","PP","870"
"S4P6","320","Ncomum","Gapping","GN","N1","260"
"S4P6","720","Ncomum","Gapping","GN","N2","440"
"S4P6","320","Ncomum","Gapping","GN","PP","720"
"S4P6","720","Ncomum","Gapping","GN","N1","120"
"S4P6","720","Ncomum","Gapping","GN","PP","440"
"S4P6","1210","Nproprio","Gapping","GPN","N1","390"
"S4P6","1120","Ncomum","Gapping","GN","N2","310"
"S4P6","1210","Nproprio","Gapping","GPN","PP","620"
"S4P6","1610","Nproprio","Gapping","GPN","N1","370"
"S4P6","1210","Nproprio","Gapping","GPN","N2","310"
"S4P6","1610","Nproprio","Gapping","GPN","PP","460"
"S4P6","410","Nproprio","Gapping","GPN","N1","110"
"S4P6","1520","Ncomum","Gapping","GN","N2","470"
"S4P6","410","Nproprio","Gapping","GPN","PP","570"
"S4P6","810","Nproprio","Gapping","GPN","N1","130"
"S4P6","1610","Nproprio","Gapping","GPN","N2","240"
"S4P6","810","Nproprio","Gapping","GPN","PP","600"
"S4P6","1340","Ncomum","Nongapping","NGN","N1","340"
"S4P6","1340","Ncomum","Nongapping","NGN","N2","320"
"S4P6","1340","Ncomum","Nongapping","NGN","PP","570"
"S4P6","140","Ncomum","Nongapping","NGN","N1","260"
"S4P6","140","Ncomum","Nongapping","NGN","N2","480"
"S4P6","140","Ncomum","Nongapping","NGN","PP","330"
"S4P6","540","Ncomum","Nongapping","NGN","PP","200"
"S4P6","940","Ncomum","Nongapping","NGN","N1","490"
"S4P6","940","Ncomum","Nongapping","NGN","N2","200"
"S4P6","940","Ncomum","Nongapping","NGN","PP","630"
"S4P6","1030","Nproprio","Nongapping","NGPN","N2","780"
"S4P6","1030","Nproprio","Nongapping","NGPN","PP","290"
"S4P6","1430","Nproprio","Nongapping","NGPN","N1","670"
"S4P6","1430","Nproprio","Nongapping","NGPN","N2","730"
"S4P6","1430","Nproprio","Nongapping","NGPN","PP","380"
"S4P6","230","Nproprio","Nongapping","NGPN","N1","300"
"S4P6","230","Nproprio","Nongapping","NGPN","N2","230"
"S4P6","230","Nproprio","Nongapping","NGPN","PP","270"
"S4P6","630","Nproprio","Nongapping","NGPN","N1","110"
"S4P6","630","Nproprio","Nongapping","NGPN","PP","240"
"S4P7","1120","Ncomum","Gapping","GN","N1","1090"
"S4P7","320","Ncomum","Gapping","GN","N2","590"
"S4P7","1120","Ncomum","Gapping","GN","PP","1170"
"S4P7","1520","Ncomum","Gapping","GN","N1","1020"
"S4P7","410","Nproprio","Gapping","GPN","N2","530"
"S4P7","1520","Ncomum","Gapping","GN","PP","1490"
"S4P7","320","Ncomum","Gapping","GN","N1","750"
"S4P7","720","Ncomum","Gapping","GN","N2","520"
"S4P7","320","Ncomum","Gapping","GN","PP","740"
"S4P7","720","Ncomum","Gapping","GN","N1","610"
"S4P7","810","Nproprio","Gapping","GPN","N2","790"
"S4P7","720","Ncomum","Gapping","GN","PP","860"
"S4P7","1210","Nproprio","Gapping","GPN","N1","820"
"S4P7","1120","Ncomum","Gapping","GN","N2","830"
"S4P7","1210","Nproprio","Gapping","GPN","PP","1830"
"S4P7","1610","Nproprio","Gapping","GPN","N1","500"
"S4P7","1210","Nproprio","Gapping","GPN","N2","770"
"S4P7","1610","Nproprio","Gapping","GPN","PP","1820"
"S4P7","410","Nproprio","Gapping","GPN","N1","600"
"S4P7","1520","Ncomum","Gapping","GN","N2","1190"
"S4P7","410","Nproprio","Gapping","GPN","PP","810"
"S4P7","810","Nproprio","Gapping","GPN","N1","860"
"S4P7","1610","Nproprio","Gapping","GPN","N2","780"
"S4P7","810","Nproprio","Gapping","GPN","PP","1630"
"S4P7","1340","Ncomum","Nongapping","NGN","N1","570"
"S4P7","1340","Ncomum","Nongapping","NGN","N2","370"
"S4P7","1340","Ncomum","Nongapping","NGN","PP","1690"
"S4P7","140","Ncomum","Nongapping","NGN","N1","220"
"S4P7","140","Ncomum","Nongapping","NGN","N2","800"
"S4P7","140","Ncomum","Nongapping","NGN","PP","900"
"S4P7","540","Ncomum","Nongapping","NGN","N1","630"
"S4P7","540","Ncomum","Nongapping","NGN","N2","240"
"S4P7","540","Ncomum","Nongapping","NGN","PP","630"
"S4P7","940","Ncomum","Nongapping","NGN","N1","810"
"S4P7","940","Ncomum","Nongapping","NGN","N2","580"
"S4P7","940","Ncomum","Nongapping","NGN","PP","1190"
"S4P7","1030","Nproprio","Nongapping","NGPN","N1","810"
"S4P7","1030","Nproprio","Nongapping","NGPN","N2","490"
"S4P7","1030","Nproprio","Nongapping","NGPN","PP","970"
"S4P7","1430","Nproprio","Nongapping","NGPN","N1","1400"
"S4P7","1430","Nproprio","Nongapping","NGPN","N2","1450"
"S4P7","1430","Nproprio","Nongapping","NGPN","PP","3440"
"S4P7","230","Nproprio","Nongapping","NGPN","N1","720"
"S4P7","230","Nproprio","Nongapping","NGPN","N2","350"
"S4P7","230","Nproprio","Nongapping","NGPN","PP","1570"
"S4P7","630","Nproprio","Nongapping","NGPN","N1","920"
"S4P7","630","Nproprio","Nongapping","NGPN","N2","1020"
"S4P7","630","Nproprio","Nongapping","NGPN","PP","1540"
