"Participante","Resposta_C","Resposta_N","Item","Cond","Lista","Grupo"
"ENL226","neutra","3","21","Top","A","ENL2"
"ENL227","altamente aceitavel","5","12","Top","A","ENL2"
"ENL227","inaceitavel","2","4","ChinComIntro","A","ENL2"
"ENL227","altamente aceitavel","5","14","ChinSemIntro","A","ENL2"
"ENL227","altamente aceitavel","5","23","ChinSemIntro","A","ENL2"
"ENL227","inaceitavel","2","8","ChinSemIntro","A","ENL2"
"ENL227","altamente aceitavel","5","10","ChinComIntro","A","ENL2"
"ENL227","inaceitavel","2","5","ChinSemIntro","A","ENL2"
"ENL227","altamente aceitavel","5","15","Top","A","ENL2"
"ENL227","altamente aceitavel","5","7","ChinComIntro","A","ENL2"
"ENL227","altamente aceitavel","5","24","Top","A","ENL2"
"ENL227","altamente aceitavel","5","1","ChinComIntro","A","ENL2"
"ENL227","altamente aceitavel","5","11","ChinSemIntro","A","ENL2"
"ENL227","altamente aceitavel","5","3","Top","A","ENL2"
"ENL227","altamente aceitavel","5","20","ChinSemIntro","A","ENL2"
"ENL227","altamente aceitavel","5","21","Top","A","ENL2"
"ENL227","inaceitavel","2","17","ChinSemIntro","A","ENL2"
"ENL227","altamente aceitavel","5","9","Top","A","ENL2"
"ENL227","altamente aceitavel","5","22","ChinComIntro","A","ENL2"
"ENL227","altamente aceitavel","5","18","Top","A","ENL2"
"ENL227","altamente aceitavel","5","13","ChinComIntro","A","ENL2"
"ENL227","altamente aceitavel","5","19","ChinComIntro","A","ENL2"
"ENL227","altamente inaceitavel","1","2","ChinSemIntro","A","ENL2"
"ENL227","altamente aceitavel","5","6","Top","A","ENL2"
"ENL227","altamente aceitavel","5","16","ChinComIntro","A","ENL2"
