"Participante","Resposta_C","Resposta_N","Item","Cond","Lista","Grupo"
"PB21","inaceitavel","2","10","ChinSemIntro","B","PB"
"PB21","inaceitavel","2","16","ChinSemIntro","B","PB"
"PB21","altamente aceitavel","5","15","ChinComIntro","B","PB"
"PB21","altamente aceitavel","5","23","Top","B","PB"
"PB21","altamente aceitavel","5","9","ChinComIntro","B","PB"
"PB21","altamente aceitavel","5","8","Top","B","PB"
"PB21","altamente aceitavel","5","11","Top","B","PB"
"PB21","altamente aceitavel","5","22","ChinSemIntro","B","PB"
"PB21","altamente aceitavel","5","12","ChinComIntro","B","PB"
"PB21","altamente aceitavel","5","14","Top","B","PB"
"PB21","altamente aceitavel","5","4","ChinSemIntro","B","PB"
"PB21","altamente aceitavel","5","21","ChinComIntro","B","PB"
"PB21","altamente aceitavel","5","3","ChinComIntro","B","PB"
"PB21","altamente aceitavel","5","1","ChinSemIntro","B","PB"
"PB21","altamente aceitavel","5","7","ChinSemIntro","B","PB"
"PB21","altamente aceitavel","5","18","ChinComIntro","B","PB"
"PB21","altamente aceitavel","5","24","ChinComIntro","B","PB"
"PB21","altamente aceitavel","5","5","Top","B","PB"
"PB21","altamente aceitavel","5","2","Top","B","PB"
"PB21","altamente aceitavel","5","6","ChinComIntro","B","PB"
"PB21","altamente aceitavel","5","20","Top","B","PB"
"PB21","altamente aceitavel","5","19","ChinSemIntro","B","PB"
"PB21","altamente aceitavel","5","13","ChinSemIntro","B","PB"
"PB22","aceitavel","4","9","ChinSemIntro","C","PB"
"PB22","altamente aceitavel","5","4","Top","C","PB"
"PB22","aceitavel","4","3","ChinSemIntro","C","PB"
"PB22","neutra","3","15","ChinSemIntro","C","PB"
"PB22","aceitavel","4","10","Top","C","PB"
"PB22","altamente aceitavel","5","2","ChinComIntro","C","PB"
"PB22","altamente aceitavel","5","16","Top","C","PB"
"PB22","altamente aceitavel","5","7","Top","C","PB"
"PB22","altamente aceitavel","5","19","Top","C","PB"
"PB22","altamente aceitavel","5","8","ChinComIntro","C","PB"
"PB22","altamente aceitavel","5","1","Top","C","PB"
"PB22","aceitavel","4","12","ChinSemIntro","C","PB"
"PB22","aceitavel","4","14","ChinComIntro","C","PB"
"PB22","aceitavel","4","18","ChinSemIntro","C","PB"
"PB22","altamente aceitavel","5","23","ChinComIntro","C","PB"
"PB22","altamente aceitavel","5","17","ChinComIntro","C","PB"
"PB22","altamente aceitavel","5","20","ChinComIntro","C","PB"
"PB22","altamente aceitavel","5","22","Top","C","PB"
"PB22","aceitavel","4","5","ChinComIntro","C","PB"
"PB22","altamente aceitavel","5","13","Top","C","PB"
"PB22","altamente aceitavel","5","11","ChinComIntro","C","PB"
"PB22","aceitavel","4","6","ChinSemIntro","C","PB"
"PB22","aceitavel","4","21","ChinSemIntro","C","PB"
"PB22","aceitavel","4","24","ChinSemIntro","C","PB"
"PB23","altamente aceitavel","5","21","Top","A","PB"
"PB23","altamente aceitavel","5","19","ChinComIntro","A","PB"
"PB23","altamente aceitavel","5","16","ChinComIntro","A","PB"
"PB23","altamente aceitavel","5","11","ChinSemIntro","A","PB"
"PB23","altamente aceitavel","5","2","ChinSemIntro","A","PB"
"PB23","inaceitavel","2","17","ChinSemIntro","A","PB"
"PB23","altamente inaceitavel","1","15","Top","A","PB"
"PB23","altamente aceitavel","5","6","Top","A","PB"
"PB23","neutra","3","10","ChinComIntro","A","PB"
"PB23","inaceitavel","2","8","ChinSemIntro","A","PB"
"PB23","altamente aceitavel","5","1","ChinComIntro","A","PB"
"PB23","altamente aceitavel","5","9","Top","A","PB"
"PB23","altamente aceitavel","5","14","ChinSemIntro","A","PB"
"PB23","neutra","3","4","ChinComIntro","A","PB"
"PB23","altamente aceitavel","5","3","Top","A","PB"
"PB23","aceitavel","4","24","Top","A","PB"
"PB23","altamente aceitavel","5","7","ChinComIntro","A","PB"
"PB23","inaceitavel","2","23","ChinSemIntro","A","PB"
"PB23","inaceitavel","2","13","ChinComIntro","A","PB"
"PB23","altamente inaceitavel","1","18","Top","A","PB"
"PB23","altamente aceitavel","5","12","Top","A","PB"
"PB23","altamente inaceitavel","1","20","ChinSemIntro","A","PB"
"PB23","altamente inaceitavel","1","5","ChinSemIntro","A","PB"
"PB23","altamente aceitavel","5","22","ChinComIntro","A","PB"
"PB24","altamente aceitavel","5","8","ChinComIntro","C","PB"
"PB24","aceitavel","4","22","Top","C","PB"
"PB24","neutra","3","4","Top","C","PB"
"PB24","neutra","3","24","ChinSemIntro","C","PB"
"PB24","altamente aceitavel","5","11","ChinComIntro","C","PB"
"PB24","aceitavel","4","5","ChinComIntro","C","PB"
"PB24","aceitavel","4","16","Top","C","PB"
"PB24","neutra","3","9","ChinSemIntro","C","PB"
"PB24","aceitavel","4","23","ChinComIntro","C","PB"
"PB24","aceitavel","4","19","Top","C","PB"
"PB24","aceitavel","4","15","ChinSemIntro","C","PB"
"PB24","altamente aceitavel","5","17","ChinComIntro","C","PB"
"PB24","neutra","3","12","ChinSemIntro","C","PB"
"PB24","aceitavel","4","6","ChinSemIntro","C","PB"
"PB24","aceitavel","4","13","Top","C","PB"
"PB24","neutra","3","21","ChinSemIntro","C","PB"
"PB24","neutra","3","18","ChinSemIntro","C","PB"
"PB24","aceitavel","4","14","ChinComIntro","C","PB"
"PB24","aceitavel","4","2","ChinComIntro","C","PB"
"PB24","neutra","3","10","Top","C","PB"
"PB24","aceitavel","4","20","ChinComIntro","C","PB"
"PB24","aceitavel","4","1","Top","C","PB"
"PB24","aceitavel","4","7","Top","C","PB"
"PB24","neutra","3","3","ChinSemIntro","C","PB"
"PB25","aceitavel","4","10","ChinComIntro","A","PB"
"PB25","altamente aceitavel","5","24","Top","A","PB"
"PB25","aceitavel","4","19","ChinComIntro","A","PB"
"PB25","aceitavel","4","15","Top","A","PB"
"PB25","neutra","3","17","ChinSemIntro","A","PB"
"PB25","aceitavel","4","3","Top","A","PB"
"PB25","altamente aceitavel","5","14","ChinSemIntro","A","PB"
"PB25","altamente aceitavel","5","11","ChinSemIntro","A","PB"
"PB25","aceitavel","4","23","ChinSemIntro","A","PB"
"PB25","altamente aceitavel","5","6","Top","A","PB"
"PB25","aceitavel","4","7","ChinComIntro","A","PB"
"PB25","aceitavel","4","20","ChinSemIntro","A","PB"
"PB25","aceitavel","4","12","Top","A","PB"
"PB25","aceitavel","4","4","ChinComIntro","A","PB"
"PB25","inaceitavel","2","5","ChinSemIntro","A","PB"
"PB25","altamente aceitavel","5","16","ChinComIntro","A","PB"
"PB25","aceitavel","4","21","Top","A","PB"
"PB25","altamente aceitavel","5","22","ChinComIntro","A","PB"
"PB25","aceitavel","4","8","ChinSemIntro","A","PB"
"PB25","aceitavel","4","9","Top","A","PB"
"PB25","inaceitavel","2","18","Top","A","PB"
"PB25","neutra","3","13","ChinComIntro","A","PB"
"PB25","aceitavel","4","2","ChinSemIntro","A","PB"
"PB25","aceitavel","4","1","ChinComIntro","A","PB"
"PB26","altamente aceitavel","5","1","ChinComIntro","A","PB"
"PB26","altamente aceitavel","5","24","Top","A","PB"
"PB26","aceitavel","4","17","ChinSemIntro","A","PB"
"PB26","altamente aceitavel","5","21","Top","A","PB"
"PB26","altamente aceitavel","5","15","Top","A","PB"
"PB26","altamente aceitavel","5","2","ChinSemIntro","A","PB"
"PB26","altamente aceitavel","5","9","Top","A","PB"
"PB26","altamente aceitavel","5","6","Top","A","PB"
"PB26","aceitavel","4","5","ChinSemIntro","A","PB"
"PB26","altamente aceitavel","5","23","ChinSemIntro","A","PB"
"PB26","altamente aceitavel","5","10","ChinComIntro","A","PB"
"PB26","altamente aceitavel","5","19","ChinComIntro","A","PB"
"PB26","aceitavel","4","8","ChinSemIntro","A","PB"
"PB26","altamente aceitavel","5","12","Top","A","PB"
"PB26","altamente aceitavel","5","4","ChinComIntro","A","PB"
"PB26","altamente aceitavel","5","22","ChinComIntro","A","PB"
"PB26","altamente aceitavel","5","14","ChinSemIntro","A","PB"
"PB26","altamente aceitavel","5","16","ChinComIntro","A","PB"
"PB26","altamente aceitavel","5","11","ChinSemIntro","A","PB"
"PB26","altamente aceitavel","5","20","ChinSemIntro","A","PB"
"PB26","altamente aceitavel","5","18","Top","A","PB"
"PB26","altamente aceitavel","5","3","Top","A","PB"
"PB26","altamente aceitavel","5","13","ChinComIntro","A","PB"
"PB26","altamente aceitavel","5","7","ChinComIntro","A","PB"
"PB27","neutra","3","20","ChinSemIntro","A","PB"
"PB27","altamente aceitavel","5","15","Top","A","PB"
"PB27","neutra","3","19","ChinComIntro","A","PB"
"PB27","neutra","3","1","ChinComIntro","A","PB"
"PB27","neutra","3","18","Top","A","PB"
"PB27","inaceitavel","2","23","ChinSemIntro","A","PB"
"PB27","neutra","3","5","ChinSemIntro","A","PB"
"PB27","neutra","3","4","ChinComIntro","A","PB"
"PB27","altamente aceitavel","5","2","ChinSemIntro","A","PB"
"PB27","neutra","3","11","ChinSemIntro","A","PB"
"PB27","neutra","3","10","ChinComIntro","A","PB"
"PB27","neutra","3","14","ChinSemIntro","A","PB"
"PB27","neutra","3","16","ChinComIntro","A","PB"
"PB27","altamente aceitavel","5","6","Top","A","PB"
"PB27","altamente aceitavel","5","21","Top","A","PB"
"PB27","altamente aceitavel","5","12","Top","A","PB"
"PB27","aceitavel","4","3","Top","A","PB"
"PB27","aceitavel","4","8","ChinSemIntro","A","PB"
"PB27","neutra","3","22","ChinComIntro","A","PB"
"PB27","neutra","3","7","ChinComIntro","A","PB"
"PB27","aceitavel","4","13","ChinComIntro","A","PB"
"PB27","aceitavel","4","17","ChinSemIntro","A","PB"
"PB27","aceitavel","4","9","Top","A","PB"
"PB27","aceitavel","4","24","Top","A","PB"
"8268","aceitavel","4","14","Top","B","EN"
"8268","altamente aceitavel","5","21","ChinComIntro","B","EN"
"8268","aceitavel","4","18","ChinComIntro","B","EN"
"8268","neutra","3","11","Top","B","EN"
"8268","neutra","3","15","ChinComIntro","B","EN"
"8268","aceitavel","4","24","ChinComIntro","B","EN"
"8268","aceitavel","4","8","Top","B","EN"
"8268","aceitavel","4","4","ChinSemIntro","B","EN"
"8268","aceitavel","4","7","ChinSemIntro","B","EN"
"8268","altamente aceitavel","5","9","ChinComIntro","B","EN"
"8268","aceitavel","4","1","ChinSemIntro","B","EN"
"8268","neutra","3","5","Top","B","EN"
"8268","aceitavel","4","3","ChinComIntro","B","EN"
"8268","neutra","3","13","ChinSemIntro","B","EN"
"8268","aceitavel","4","10","ChinSemIntro","B","EN"
"8268","aceitavel","4","6","ChinComIntro","B","EN"
"8268","aceitavel","4","19","ChinSemIntro","B","EN"
"8268","neutra","3","2","Top","B","EN"
"8268","aceitavel","4","20","Top","B","EN"
"8268","aceitavel","4","22","ChinSemIntro","B","EN"
"8268","neutra","3","23","Top","B","EN"
"8268","neutra","3","12","ChinComIntro","B","EN"
"8268","aceitavel","4","16","ChinSemIntro","B","EN"
"8268","altamente aceitavel","5","17","Top","B","EN"
"8189","inaceitavel","2","13","Top","C","EN"
"8189","inaceitavel","2","12","ChinSemIntro","C","EN"
"8189","neutra","3","20","ChinComIntro","C","EN"
"8189","neutra","3","7","Top","C","EN"
"8189","inaceitavel","2","6","ChinSemIntro","C","EN"
"8189","inaceitavel","2","22","Top","C","EN"
"8189","neutra","3","2","ChinComIntro","C","EN"
"8189","inaceitavel","2","19","Top","C","EN"
"8189","altamente inaceitavel","1","21","ChinSemIntro","C","EN"
"8189","altamente inaceitavel","1","24","ChinSemIntro","C","EN"
"8189","inaceitavel","2","3","ChinSemIntro","C","EN"
"8189","inaceitavel","2","18","ChinSemIntro","C","EN"
"8189","inaceitavel","2","16","Top","C","EN"
"8189","aceitavel","4","23","ChinComIntro","C","EN"
"8189","inaceitavel","2","8","ChinComIntro","C","EN"
"8189","inaceitavel","2","15","ChinSemIntro","C","EN"
"8189","altamente inaceitavel","1","10","Top","C","EN"
"8189","neutra","3","5","ChinComIntro","C","EN"
"8189","neutra","3","17","ChinComIntro","C","EN"
"8189","inaceitavel","2","1","Top","C","EN"
"8189","aceitavel","4","11","ChinComIntro","C","EN"
"8189","inaceitavel","2","14","ChinComIntro","C","EN"
"8189","altamente inaceitavel","1","9","ChinSemIntro","C","EN"
"8189","inaceitavel","2","4","Top","C","EN"
"8386","inaceitavel","2","10","Top","C","EN"
"8386","altamente inaceitavel","1","24","ChinSemIntro","C","EN"
"8386","inaceitavel","2","16","Top","C","EN"
"8386","inaceitavel","2","6","ChinSemIntro","C","EN"
"8386","aceitavel","4","23","ChinComIntro","C","EN"
"8386","neutra","3","20","ChinComIntro","C","EN"
"8386","neutra","3","7","Top","C","EN"
"8386","aceitavel","4","19","Top","C","EN"
"8386","inaceitavel","2","12","ChinSemIntro","C","EN"
"8386","aceitavel","4","5","ChinComIntro","C","EN"
"8386","inaceitavel","2","3","ChinSemIntro","C","EN"
"8386","aceitavel","4","8","ChinComIntro","C","EN"
"8386","altamente inaceitavel","1","18","ChinSemIntro","C","EN"
"8386","neutra","3","22","Top","C","EN"
"8386","altamente aceitavel","5","14","ChinComIntro","C","EN"
"8386","neutra","3","1","Top","C","EN"
"8386","neutra","3","17","ChinComIntro","C","EN"
"8386","aceitavel","4","4","Top","C","EN"
"8386","aceitavel","4","11","ChinComIntro","C","EN"
"8386","altamente inaceitavel","1","15","ChinSemIntro","C","EN"
"8386","inaceitavel","2","21","ChinSemIntro","C","EN"
"8386","inaceitavel","2","13","Top","C","EN"
"8386","altamente inaceitavel","1","9","ChinSemIntro","C","EN"
"8386","aceitavel","4","2","ChinComIntro","C","EN"
"7446","neutra","3","24","ChinComIntro","B","EN"
"7446","aceitavel","4","18","ChinComIntro","B","EN"
"7446","aceitavel","4","8","Top","B","EN"
"7446","aceitavel","4","3","ChinComIntro","B","EN"
"7446","aceitavel","4","21","ChinComIntro","B","EN"
"7446","aceitavel","4","9","ChinComIntro","B","EN"
"7446","neutra","3","11","Top","B","EN"
"7446","neutra","3","5","Top","B","EN"
"7446","neutra","3","13","ChinSemIntro","B","EN"
"7446","altamente aceitavel","5","15","ChinComIntro","B","EN"
"7446","aceitavel","4","20","Top","B","EN"
"7446","aceitavel","4","23","Top","B","EN"
"7446","aceitavel","4","14","Top","B","EN"
"7446","aceitavel","4","2","Top","B","EN"
"7446","aceitavel","4","7","ChinSemIntro","B","EN"
"7446","aceitavel","4","16","ChinSemIntro","B","EN"
"7446","aceitavel","4","12","ChinComIntro","B","EN"
"7446","aceitavel","4","6","ChinComIntro","B","EN"
"7446","aceitavel","4","19","ChinSemIntro","B","EN"
"7446","neutra","3","17","Top","B","EN"
"7446","aceitavel","4","22","ChinSemIntro","B","EN"
"7446","altamente inaceitavel","1","10","ChinSemIntro","B","EN"
"7446","aceitavel","4","1","ChinSemIntro","B","EN"
"7446","neutra","3","4","ChinSemIntro","B","EN"
"6711","altamente aceitavel","5","12","ChinComIntro","B","EN"
"6711","neutra","3","19","ChinSemIntro","B","EN"
"6711","neutra","3","23","Top","B","EN"
"6711","aceitavel","4","21","ChinComIntro","B","EN"
"6711","aceitavel","4","18","ChinComIntro","B","EN"
"6711","aceitavel","4","14","Top","B","EN"
"6711","neutra","3","4","ChinSemIntro","B","EN"
"6711","aceitavel","4","13","ChinSemIntro","B","EN"
"6711","altamente aceitavel","5","20","Top","B","EN"
"6711","altamente aceitavel","5","6","ChinComIntro","B","EN"
"6711","aceitavel","4","15","ChinComIntro","B","EN"
"6711","aceitavel","4","24","ChinComIntro","B","EN"
"6711","neutra","3","7","ChinSemIntro","B","EN"
"6711","neutra","3","1","ChinSemIntro","B","EN"
"6711","aceitavel","4","5","Top","B","EN"
"6711","neutra","3","10","ChinSemIntro","B","EN"
"6711","neutra","3","8","Top","B","EN"
"6711","neutra","3","16","ChinSemIntro","B","EN"
"6711","inaceitavel","2","22","ChinSemIntro","B","EN"
"6711","neutra","3","2","Top","B","EN"
"6711","altamente aceitavel","5","3","ChinComIntro","B","EN"
"6711","altamente aceitavel","5","9","ChinComIntro","B","EN"
"6711","altamente aceitavel","5","17","Top","B","EN"
"6711","aceitavel","4","11","Top","B","EN"
"8255","aceitavel","4","17","Top","B","EN"
"8255","inaceitavel","2","7","ChinSemIntro","B","EN"
"8255","neutra","3","1","ChinSemIntro","B","EN"
"8255","neutra","3","4","ChinSemIntro","B","EN"
"8255","inaceitavel","2","2","Top","B","EN"
"8255","inaceitavel","2","22","ChinSemIntro","B","EN"
"8255","neutra","3","20","Top","B","EN"
"8255","aceitavel","4","12","ChinComIntro","B","EN"
"8255","aceitavel","4","6","ChinComIntro","B","EN"
"8255","aceitavel","4","5","Top","B","EN"
"8255","neutra","3","8","Top","B","EN"
"8255","neutra","3","14","Top","B","EN"
"8255","altamente aceitavel","5","3","ChinComIntro","B","EN"
"8255","aceitavel","4","9","ChinComIntro","B","EN"
"8255","neutra","3","24","ChinComIntro","B","EN"
"8255","inaceitavel","2","10","ChinSemIntro","B","EN"
"8255","neutra","3","18","ChinComIntro","B","EN"
"8255","inaceitavel","2","13","ChinSemIntro","B","EN"
"8255","inaceitavel","2","23","Top","B","EN"
"8255","inaceitavel","2","16","ChinSemIntro","B","EN"
"8255","neutra","3","11","Top","B","EN"
"8255","aceitavel","4","21","ChinComIntro","B","EN"
"8255","neutra","3","15","ChinComIntro","B","EN"
"8255","inaceitavel","2","19","ChinSemIntro","B","EN"
"6687","aceitavel","4","24","ChinComIntro","B","EN"
"6687","inaceitavel","2","8","Top","B","EN"
"6687","inaceitavel","2","23","Top","B","EN"
"6687","inaceitavel","2","1","ChinSemIntro","B","EN"
"6687","aceitavel","4","12","ChinComIntro","B","EN"
"6687","aceitavel","4","2","Top","B","EN"
"6687","aceitavel","4","11","Top","B","EN"
"6687","aceitavel","4","18","ChinComIntro","B","EN"
"6687","inaceitavel","2","19","ChinSemIntro","B","EN"
"6687","inaceitavel","2","13","ChinSemIntro","B","EN"
"6687","altamente inaceitavel","1","22","ChinSemIntro","B","EN"
"6687","neutra","3","10","ChinSemIntro","B","EN"
"6687","inaceitavel","2","7","ChinSemIntro","B","EN"
"6687","aceitavel","4","20","Top","B","EN"
"6687","aceitavel","4","14","Top","B","EN"
"6687","aceitavel","4","3","ChinComIntro","B","EN"
"6687","inaceitavel","2","4","ChinSemIntro","B","EN"
"6687","aceitavel","4","21","ChinComIntro","B","EN"
"6687","aceitavel","4","6","ChinComIntro","B","EN"
"6687","aceitavel","4","9","ChinComIntro","B","EN"
"6687","aceitavel","4","5","Top","B","EN"
"6687","neutra","3","17","Top","B","EN"
"6687","inaceitavel","2","15","ChinComIntro","B","EN"
"6687","inaceitavel","2","16","ChinSemIntro","B","EN"
"8324","altamente inaceitavel","1","6","ChinSemIntro","C","EN"
"8324","aceitavel","4","4","Top","C","EN"
"8324","altamente aceitavel","5","11","ChinComIntro","C","EN"
"8324","neutra","3","13","Top","C","EN"
"8324","altamente inaceitavel","1","21","ChinSemIntro","C","EN"
"8324","aceitavel","4","23","ChinComIntro","C","EN"
"8324","aceitavel","4","14","ChinComIntro","C","EN"
"8324","neutra","3","16","Top","C","EN"
"8324","inaceitavel","2","8","ChinComIntro","C","EN"
"8324","neutra","3","2","ChinComIntro","C","EN"
"8324","inaceitavel","2","3","ChinSemIntro","C","EN"
"8324","inaceitavel","2","9","ChinSemIntro","C","EN"
"8324","inaceitavel","2","22","Top","C","EN"
"8324","neutra","3","7","Top","C","EN"
"8324","inaceitavel","2","15","ChinSemIntro","C","EN"
"8324","neutra","3","20","ChinComIntro","C","EN"
"8324","inaceitavel","2","24","ChinSemIntro","C","EN"
"8324","aceitavel","4","19","Top","C","EN"
"8324","inaceitavel","2","18","ChinSemIntro","C","EN"
"8324","altamente inaceitavel","1","12","ChinSemIntro","C","EN"
"8324","neutra","3","1","Top","C","EN"
"8324","neutra","3","10","Top","C","EN"
"8324","neutra","3","5","ChinComIntro","C","EN"
"8324","neutra","3","17","ChinComIntro","C","EN"
"7615","inaceitavel","2","6","ChinSemIntro","C","EN"
"7615","aceitavel","4","14","ChinComIntro","C","EN"
"7615","altamente inaceitavel","1","22","Top","C","EN"
"7615","neutra","3","10","Top","C","EN"
"7615","altamente inaceitavel","1","18","ChinSemIntro","C","EN"
"7615","inaceitavel","2","21","ChinSemIntro","C","EN"
"7615","aceitavel","4","11","ChinComIntro","C","EN"
"7615","inaceitavel","2","24","ChinSemIntro","C","EN"
"7615","altamente aceitavel","5","7","Top","C","EN"
"7615","aceitavel","4","4","Top","C","EN"
"7615","aceitavel","4","20","ChinComIntro","C","EN"
"7615","aceitavel","4","17","ChinComIntro","C","EN"
"7615","altamente inaceitavel","1","13","Top","C","EN"
"7615","aceitavel","4","23","ChinComIntro","C","EN"
"7615","aceitavel","4","8","ChinComIntro","C","EN"
"7615","altamente inaceitavel","1","12","ChinSemIntro","C","EN"
"7615","aceitavel","4","5","ChinComIntro","C","EN"
"7615","inaceitavel","2","9","ChinSemIntro","C","EN"
"7615","altamente aceitavel","5","2","ChinComIntro","C","EN"
"7615","altamente inaceitavel","1","15","ChinSemIntro","C","EN"
"7615","aceitavel","4","19","Top","C","EN"
"7615","inaceitavel","2","3","ChinSemIntro","C","EN"
"7615","aceitavel","4","1","Top","C","EN"
"7615","aceitavel","4","16","Top","C","EN"
"7997","aceitavel","4","11","Top","B","EN"
"7997","aceitavel","4","3","ChinComIntro","B","EN"
"7997","aceitavel","4","24","ChinComIntro","B","EN"
"7997","inaceitavel","2","23","Top","B","EN"
"7997","neutra","3","8","Top","B","EN"
"7997","altamente inaceitavel","1","19","ChinSemIntro","B","EN"
"7997","aceitavel","4","17","Top","B","EN"
"7997","aceitavel","4","6","ChinComIntro","B","EN"
"7997","inaceitavel","2","22","ChinSemIntro","B","EN"
"7997","altamente aceitavel","5","18","ChinComIntro","B","EN"
"7997","altamente inaceitavel","1","1","ChinSemIntro","B","EN"
"7997","altamente inaceitavel","1","10","ChinSemIntro","B","EN"
"7997","altamente aceitavel","5","20","Top","B","EN"
"7997","altamente aceitavel","5","5","Top","B","EN"
"7997","inaceitavel","2","13","ChinSemIntro","B","EN"
"7997","altamente aceitavel","5","15","ChinComIntro","B","EN"
"7997","aceitavel","4","2","Top","B","EN"
"7997","altamente aceitavel","5","12","ChinComIntro","B","EN"
"7997","altamente aceitavel","5","21","ChinComIntro","B","EN"
"7997","altamente aceitavel","5","9","ChinComIntro","B","EN"
"7997","altamente inaceitavel","1","7","ChinSemIntro","B","EN"
"7997","altamente aceitavel","5","14","Top","B","EN"
"7997","inaceitavel","2","16","ChinSemIntro","B","EN"
"7997","altamente inaceitavel","1","4","ChinSemIntro","B","EN"
"6171","aceitavel","4","3","ChinComIntro","B","EN"
"6171","aceitavel","4","15","ChinComIntro","B","EN"
"6171","altamente inaceitavel","1","13","ChinSemIntro","B","EN"
"6171","aceitavel","4","17","Top","B","EN"
"6171","altamente aceitavel","5","5","Top","B","EN"
"6171","altamente inaceitavel","1","7","ChinSemIntro","B","EN"
"6171","aceitavel","4","6","ChinComIntro","B","EN"
"6171","altamente inaceitavel","1","4","ChinSemIntro","B","EN"
"6171","aceitavel","4","20","Top","B","EN"
"6171","aceitavel","4","18","ChinComIntro","B","EN"
"6171","altamente inaceitavel","1","1","ChinSemIntro","B","EN"
"6171","altamente inaceitavel","1","22","ChinSemIntro","B","EN"
"6171","neutra","3","23","Top","B","EN"
"6171","aceitavel","4","12","ChinComIntro","B","EN"
"6171","aceitavel","4","24","ChinComIntro","B","EN"
"6171","inaceitavel","2","9","ChinComIntro","B","EN"
"6171","inaceitavel","2","2","Top","B","EN"
"6171","altamente inaceitavel","1","16","ChinSemIntro","B","EN"
"6171","aceitavel","4","11","Top","B","EN"
"6171","aceitavel","4","21","ChinComIntro","B","EN"
"6171","aceitavel","4","8","Top","B","EN"
"6171","altamente inaceitavel","1","10","ChinSemIntro","B","EN"
"6171","aceitavel","4","14","Top","B","EN"
"6171","altamente inaceitavel","1","19","ChinSemIntro","B","EN"
"8345","altamente inaceitavel","1","23","Top","B","EN"
"8345","altamente inaceitavel","1","4","ChinSemIntro","B","EN"
"8345","aceitavel","4","12","ChinComIntro","B","EN"
"8345","neutra","3","17","Top","B","EN"
"8345","altamente inaceitavel","1","22","ChinSemIntro","B","EN"
"8345","neutra","3","21","ChinComIntro","B","EN"
"8345","inaceitavel","2","20","Top","B","EN"
"8345","inaceitavel","2","1","ChinSemIntro","B","EN"
"8345","inaceitavel","2","16","ChinSemIntro","B","EN"
"8345","neutra","3","14","Top","B","EN"
"8345","neutra","3","2","Top","B","EN"
"8345","inaceitavel","2","6","ChinComIntro","B","EN"
"8345","inaceitavel","2","24","ChinComIntro","B","EN"
"8345","neutra","3","5","Top","B","EN"
"8345","inaceitavel","2","19","ChinSemIntro","B","EN"
"8345","inaceitavel","2","7","ChinSemIntro","B","EN"
"8345","aceitavel","4","3","ChinComIntro","B","EN"
"8345","inaceitavel","2","8","Top","B","EN"
"8345","neutra","3","15","ChinComIntro","B","EN"
"8345","aceitavel","4","9","ChinComIntro","B","EN"
"8345","inaceitavel","2","13","ChinSemIntro","B","EN"
"8345","neutra","3","11","Top","B","EN"
"8345","neutra","3","10","ChinSemIntro","B","EN"
"8345","altamente aceitavel","5","18","ChinComIntro","B","EN"
"8336","altamente inaceitavel","1","21","ChinSemIntro","C","EN"
"8336","altamente aceitavel","5","23","ChinComIntro","C","EN"
"8336","aceitavel","4","13","Top","C","EN"
"8336","altamente inaceitavel","1","3","ChinSemIntro","C","EN"
"8336","altamente aceitavel","5","14","ChinComIntro","C","EN"
"8336","altamente inaceitavel","1","12","ChinSemIntro","C","EN"
"8336","neutra","3","15","ChinSemIntro","C","EN"
"8336","altamente aceitavel","5","4","Top","C","EN"
"8336","altamente aceitavel","5","19","Top","C","EN"
"8336","altamente aceitavel","5","20","ChinComIntro","C","EN"
"8336","aceitavel","4","7","Top","C","EN"
"8336","inaceitavel","2","9","ChinSemIntro","C","EN"
"8336","altamente aceitavel","5","5","ChinComIntro","C","EN"
"8336","altamente aceitavel","5","11","ChinComIntro","C","EN"
"8336","neutra","3","16","Top","C","EN"
"8336","altamente aceitavel","5","8","ChinComIntro","C","EN"
"8336","neutra","3","18","ChinSemIntro","C","EN"
"8336","inaceitavel","2","24","ChinSemIntro","C","EN"
"8336","altamente inaceitavel","1","10","Top","C","EN"
"8336","altamente aceitavel","5","2","ChinComIntro","C","EN"
"8336","aceitavel","4","1","Top","C","EN"
"8336","aceitavel","4","22","Top","C","EN"
"8336","neutra","3","6","ChinSemIntro","C","EN"
"8336","altamente aceitavel","5","17","ChinComIntro","C","EN"
"8205","inaceitavel","2","8","ChinSemIntro","A","EN"
"8205","altamente aceitavel","5","22","ChinComIntro","A","EN"
"8205","inaceitavel","2","24","Top","A","EN"
"8205","aceitavel","4","21","Top","A","EN"
"8205","altamente aceitavel","5","10","ChinComIntro","A","EN"
"8205","altamente aceitavel","5","4","ChinComIntro","A","EN"
"8205","inaceitavel","2","23","ChinSemIntro","A","EN"
"8205","inaceitavel","2","15","Top","A","EN"
"8205","neutra","3","14","ChinSemIntro","A","EN"
"8205","altamente aceitavel","5","16","ChinComIntro","A","EN"
"8205","neutra","3","6","Top","A","EN"
"8205","altamente aceitavel","5","1","ChinComIntro","A","EN"
"8205","altamente aceitavel","5","13","ChinComIntro","A","EN"
"8205","altamente inaceitavel","1","17","ChinSemIntro","A","EN"
"8205","inaceitavel","2","18","Top","A","EN"
"8205","altamente inaceitavel","1","2","ChinSemIntro","A","EN"
"8205","altamente inaceitavel","1","20","ChinSemIntro","A","EN"
"8205","neutra","3","3","Top","A","EN"
"8205","aceitavel","4","7","ChinComIntro","A","EN"
"8205","inaceitavel","2","9","Top","A","EN"
"8205","altamente inaceitavel","1","11","ChinSemIntro","A","EN"
